Commodity,Date,Minimum,Maximum,Average
Pineapple,1/11/2021,120,130,125
Cucumber(Local),1/11/2021,70,80,75
Cucumber(Hybrid),1/11/2021,30,35,32.5
Jack Fruit,1/11/2021,100,110,105
Lemon,1/11/2021,50,60,55
Pear(Chinese),1/11/2021,250,260,255
Papaya(Indian),1/11/2021,90,100,95
Guava,1/11/2021,100,110,105
Mombin,1/11/2021,30,40,35
Kinnow,1/11/2021,70,80,75
Strawberry,1/11/2021,500,550,525
Kiwi,1/11/2021,220,250,235
Ginger,1/11/2021,60,70,65
Chilli Dry,1/11/2021,320,330,325
Chilli Green,1/11/2021,70,80,75
Chilli Green(Bullet),1/11/2021,60,70,65
Chilli Green(Machhe),1/11/2021,100,110,105
Capsicum,1/11/2021,50,60,55
Garlic Green,1/11/2021,80,90,85
Coriander Green,1/11/2021,80,90,85
Garlic Dry Chinese,1/11/2021,190,200,195
Fish Fresh(Rahu),1/11/2021,270,280,275
Fish Fresh(Bachuwa),1/11/2021,200,210,205
Fish Fresh(Chhadi),1/11/2021,200,210,205
Fish Fresh(Mungari),1/11/2021,260,270,265
Tomato Big(Nepali),1/12/2021,40,50,45
Tomato Big(Indian),1/12/2021,40,50,45
Tomato Small(Local),1/12/2021,15,25,20
Tomato Small(Tunnel),1/12/2021,15,25,20
Tomato Small(Indian),1/12/2021,20,30,25
Tomato Small(Terai),1/12/2021,20,30,25
Potato Red,1/12/2021,30,35,32.5
Potato Red(Indian),1/12/2021,28,32,30
Potato White,1/12/2021,28,30,29
Onion Dry (Indian),1/12/2021,70,74,72
Carrot(Local),1/12/2021,80,90,85
Carrot(Terai),1/12/2021,50,60,55
Cabbage(Local),1/12/2021,20,25,22.5
Cabbage(Terai),1/12/2021,15,20,17.5
Cabbage,1/12/2021,25,30,27.5
Cauli Local,1/12/2021,20,30,25
Cauli Local(Jyapu),1/12/2021,30,35,32.5
Cauli Terai,1/12/2021,15,20,17.5
Raddish Red,1/12/2021,30,40,35
Raddish White(Local),1/12/2021,10,15,12.5
Raddish White(Hybrid),1/12/2021,15,20,17.5
Brinjal Long,1/12/2021,35,40,37.5
Brinjal Round,1/12/2021,35,40,37.5
Green Peas,1/12/2021,40,50,45
French Bean(Local),1/12/2021,50,60,55
French Bean(Hybrid),1/12/2021,50,60,55
Sword Bean,1/12/2021,35,40,37.5
Bitter Gourd,1/12/2021,100,110,105
Bottle Gourd,1/12/2021,35,40,37.5
Pumpkin,1/12/2021,25,30,27.5
Squash(Long),1/12/2021,25,30,27.5
Squash(Round),1/12/2021,35,40,37.5
Turnip,1/12/2021,70,80,75
Okara,1/12/2021,70,80,75
Sweet Potato,1/12/2021,50,60,55
Barela,1/12/2021,40,50,45
Arum,1/12/2021,40,50,45
Christophine,1/12/2021,15,20,17.5
Brd Leaf Mustard,1/12/2021,30,40,35
Spinach Leaf,1/12/2021,60,70,65
Cress Leaf,1/12/2021,80,90,85
Mustard Leaf,1/12/2021,50,60,55
Fenugreek Leaf,1/12/2021,70,80,75
Onion Green,1/12/2021,50,60,55
Bakula,1/12/2021,90,100,95
Mushroom(Kanya),1/12/2021,90,100,95
Mushroom(Button),1/12/2021,250,280,265
Brocauli,1/12/2021,30,40,35
Sugarbeet,1/12/2021,60,70,65
Drumstick,1/12/2021,110,120,115
Red Cabbbage,1/12/2021,150,200,175
Lettuce,1/12/2021,50,60,55
Knolkhol,1/12/2021,50,60,55
Celery,1/12/2021,220,250,235
Parseley,1/12/2021,380,400,390
Fennel Leaf,1/12/2021,80,90,85
Mint,1/12/2021,220,250,235
Turnip A,1/12/2021,70,80,75
Tamarind,1/12/2021,140,150,145
Bamboo Shoot,1/12/2021,80,90,85
Tofu,1/12/2021,70,80,75
Gundruk,1/12/2021,220,250,235
Apple(Jholey),1/12/2021,190,200,195
Apple(Fuji),1/12/2021,280,300,290
Banana,1/12/2021,90,100,95
Lime,1/12/2021,100,120,110
Pomegranate,1/12/2021,250,300,275
Grapes(Green),1/12/2021,200,220,210
Grapes(Black),1/12/2021,320,350,335
Orange(Nepali),1/12/2021,100,110,105
Water Melon(Green),1/12/2021,40,50,45
Sweet Orange,1/12/2021,150,160,155
Pineapple,1/12/2021,120,130,125
Cucumber(Local),1/12/2021,70,80,75
Cucumber(Hybrid),1/12/2021,40,50,45
Pear(Chinese),1/12/2021,250,260,255
Papaya(Indian),1/12/2021,90,100,95
Guava,1/12/2021,110,120,115
Mombin,1/12/2021,30,40,35
Kinnow,1/12/2021,70,80,75
Strawberry,1/12/2021,500,600,550
Kiwi,1/12/2021,220,250,235
Ginger,1/12/2021,50,60,55
Chilli Dry,1/12/2021,320,330,325
Chilli Green,1/12/2021,70,80,75
Chilli Green(Bullet),1/12/2021,80,90,85
Chilli Green(Machhe),1/12/2021,70,80,75
Chilli Green(Akbare),1/12/2021,650,750,700
Capsicum,1/12/2021,70,80,75
Garlic Green,1/12/2021,130,140,135
Coriander Green,1/12/2021,80,100,90
Garlic Dry Chinese,1/12/2021,190,200,195
Fish Fresh(Rahu),1/12/2021,270,280,275
Fish Fresh(Bachuwa),1/12/2021,200,210,205
Fish Fresh(Chhadi),1/12/2021,200,210,205
Fish Fresh(Mungari),1/12/2021,260,270,265
Tomato Big(Nepali),1/13/2021,40,50,45
Tomato Big(Indian),1/13/2021,40,50,45
Tomato Small(Local),1/13/2021,15,25,20
Tomato Small(Tunnel),1/13/2021,15,25,20
Tomato Small(Indian),1/13/2021,20,30,25
Tomato Small(Terai),1/13/2021,20,30,25
Potato Red,1/13/2021,35,40,37.5
Potato Red(Indian),1/13/2021,30,35,32.5
Potato White,1/13/2021,23,26,24.5
Onion Dry (Indian),1/13/2021,70,74,72
Carrot(Local),1/13/2021,80,90,85
Carrot(Terai),1/13/2021,50,60,55
Cabbage(Local),1/13/2021,20,30,25
Cabbage(Terai),1/13/2021,18,25,21.5
Cabbage,1/13/2021,25,32,28.5
Cauli Local,1/13/2021,20,30,25
Cauli Local(Jyapu),1/13/2021,25,35,30
Cauli Terai,1/13/2021,15,25,20
Raddish Red,1/13/2021,30,40,35
Raddish White(Local),1/13/2021,10,15,12.5
Raddish White(Hybrid),1/13/2021,15,20,17.5
Brinjal Long,1/13/2021,30,40,35
Brinjal Round,1/13/2021,30,40,35
Green Peas,1/13/2021,30,40,35
French Bean(Local),1/13/2021,50,60,55
French Bean(Hybrid),1/13/2021,60,70,65
Sword Bean,1/13/2021,30,40,35
Bitter Gourd,1/13/2021,100,110,105
Bottle Gourd,1/13/2021,40,50,45
Pumpkin,1/13/2021,25,30,27.5
Squash(Long),1/13/2021,20,25,22.5
Squash(Round),1/13/2021,30,40,35
Turnip,1/13/2021,70,80,75
Okara,1/13/2021,80,90,85
Sweet Potato,1/13/2021,50,60,55
Barela,1/13/2021,40,50,45
Arum,1/13/2021,50,60,55
Christophine,1/13/2021,20,25,22.5
Brd Leaf Mustard,1/13/2021,40,50,45
Spinach Leaf,1/13/2021,50,60,55
Cress Leaf,1/13/2021,80,90,85
Mustard Leaf,1/13/2021,50,60,55
Fenugreek Leaf,1/13/2021,60,70,65
Onion Green,1/13/2021,40,50,45
Bakula,1/13/2021,90,100,95
Yam,1/13/2021,70,80,75
Mushroom(Kanya),1/13/2021,100,120,110
Mushroom(Button),1/13/2021,280,300,290
Brocauli,1/13/2021,25,35,30
Sugarbeet,1/13/2021,60,70,65
Drumstick,1/13/2021,110,120,115
Red Cabbbage,1/13/2021,150,200,175
Lettuce,1/13/2021,50,60,55
Knolkhol,1/13/2021,50,60,55
Celery,1/13/2021,220,250,235
Parseley,1/13/2021,380,400,390
Fennel Leaf,1/13/2021,70,80,75
Mint,1/13/2021,220,250,235
Turnip A,1/13/2021,70,80,75
Tamarind,1/13/2021,140,150,145
Bamboo Shoot,1/13/2021,80,90,85
Tofu,1/13/2021,70,80,75
Gundruk,1/13/2021,220,250,235
Apple(Jholey),1/13/2021,180,200,190
Apple(Fuji),1/13/2021,280,300,290
Banana,1/13/2021,100,110,105
Lime,1/13/2021,110,120,115
Pomegranate,1/13/2021,250,300,275
Grapes(Green),1/13/2021,200,220,210
Grapes(Black),1/13/2021,300,350,325
Orange(Nepali),1/13/2021,100,110,105
Orange(Indian),1/13/2021,70,80,75
Water Melon(Green),1/13/2021,50,60,55
Sweet Orange,1/13/2021,150,160,155
Pineapple,1/13/2021,120,130,125
Cucumber(Local),1/13/2021,60,70,65
Cucumber(Hybrid),1/13/2021,30,40,35
Pear(Chinese),1/13/2021,250,260,255
Papaya(Indian),1/13/2021,80,90,85
Guava,1/13/2021,120,150,135
Mombin,1/13/2021,30,40,35
Kinnow,1/13/2021,70,80,75
Strawberry,1/13/2021,500,600,550
Kiwi,1/13/2021,220,250,235
Ginger,1/13/2021,50,60,55
Chilli Dry,1/13/2021,320,330,325
Chilli Green,1/13/2021,80,90,85
Chilli Green(Bullet),1/13/2021,70,80,75
Chilli Green(Machhe),1/13/2021,70,80,75
Chilli Green(Akbare),1/13/2021,700,800,750
Capsicum,1/13/2021,60,70,65
Garlic Green,1/13/2021,120,130,125
Coriander Green,1/13/2021,100,120,110
Garlic Dry Chinese,1/13/2021,190,200,195
Fish Fresh(Rahu),1/13/2021,280,290,285
Fish Fresh(Bachuwa),1/13/2021,200,210,205
Fish Fresh(Chhadi),1/13/2021,200,210,205
Fish Fresh(Mungari),1/13/2021,260,270,265
Tomato Big(Nepali),1/14/2021,40,45,42.5
Tomato Big(Indian),1/14/2021,40,45,42.5
Tomato Small(Local),1/14/2021,15,20,17.5
Tomato Small(Tunnel),1/14/2021,15,22,18.5
Tomato Small(Indian),1/14/2021,15,20,17.5
Tomato Small(Terai),1/14/2021,20,25,22.5
Potato Red,1/14/2021,30,35,32.5
Potato Red(Indian),1/14/2021,28,32,30
Potato White,1/14/2021,22,25,23.5
Onion Dry (Indian),1/14/2021,68,72,70
Carrot(Local),1/14/2021,70,80,75
Carrot(Terai),1/14/2021,50,60,55
Cabbage(Local),1/14/2021,25,30,27.5
Cabbage(Terai),1/14/2021,20,25,22.5
Cabbage,1/14/2021,30,35,32.5
Cauli Local,1/14/2021,20,30,25
Cauli Local(Jyapu),1/14/2021,25,35,30
Cauli Terai,1/14/2021,15,20,17.5
Raddish Red,1/14/2021,30,40,35
Raddish White(Local),1/14/2021,10,15,12.5
Raddish White(Hybrid),1/14/2021,15,20,17.5
Brinjal Long,1/14/2021,30,40,35
Brinjal Round,1/14/2021,30,40,35
Green Peas,1/14/2021,35,45,40
French Bean(Local),1/14/2021,40,50,45
Sword Bean,1/14/2021,30,40,35
Bitter Gourd,1/14/2021,100,110,105
Bottle Gourd,1/14/2021,40,50,45
Pointed Gourd(Terai),1/14/2021,170,180,175
Pumpkin,1/14/2021,25,30,27.5
Squash(Long),1/14/2021,20,25,22.5
Squash(Round),1/14/2021,30,40,35
Turnip,1/14/2021,70,80,75
Okara,1/14/2021,90,100,95
Sweet Potato,1/14/2021,50,60,55
Barela,1/14/2021,40,50,45
Arum,1/14/2021,50,60,55
Brd Leaf Mustard,1/14/2021,30,40,35
Spinach Leaf,1/14/2021,50,60,55
Cress Leaf,1/14/2021,50,60,55
Mustard Leaf,1/14/2021,50,60,55
Fenugreek Leaf,1/14/2021,60,70,65
Onion Green,1/14/2021,40,50,45
Bakula,1/14/2021,110,120,115
Yam,1/14/2021,80,90,85
Mushroom(Kanya),1/14/2021,90,100,95
Mushroom(Button),1/14/2021,280,300,290
Brocauli,1/14/2021,30,40,35
Sugarbeet,1/14/2021,60,70,65
Red Cabbbage,1/14/2021,150,200,175
Lettuce,1/14/2021,50,60,55
Knolkhol,1/14/2021,40,50,45
Celery,1/14/2021,220,250,235
Parseley,1/14/2021,380,400,390
Fennel Leaf,1/14/2021,70,80,75
Mint,1/14/2021,220,250,235
Turnip A,1/14/2021,70,80,75
Tamarind,1/14/2021,140,150,145
Bamboo Shoot,1/14/2021,80,90,85
Tofu,1/14/2021,70,80,75
Gundruk,1/14/2021,220,250,235
Apple(Jholey),1/14/2021,180,200,190
Apple(Fuji),1/14/2021,280,300,290
Banana,1/14/2021,90,100,95
Lime,1/14/2021,100,120,110
Pomegranate,1/14/2021,250,300,275
Grapes(Green),1/14/2021,200,220,210
Grapes(Black),1/14/2021,300,320,310
Orange(Nepali),1/14/2021,100,110,105
Orange(Indian),1/14/2021,70,80,75
Water Melon(Green),1/14/2021,40,50,45
Sweet Orange,1/14/2021,150,160,155
Pineapple,1/14/2021,140,150,145
Cucumber(Local),1/14/2021,80,90,85
Cucumber(Hybrid),1/14/2021,40,50,45
Pear(Chinese),1/14/2021,250,260,255
Papaya(Indian),1/14/2021,90,100,95
Guava,1/14/2021,120,140,130
Mombin,1/14/2021,30,40,35
Kinnow,1/14/2021,70,80,75
Strawberry,1/14/2021,500,600,550
Kiwi,1/14/2021,220,250,235
Ginger,1/14/2021,50,60,55
Chilli Dry,1/14/2021,320,330,325
Chilli Green,1/14/2021,90,100,95
Chilli Green(Bullet),1/14/2021,70,80,75
Chilli Green(Machhe),1/14/2021,70,80,75
Capsicum,1/14/2021,70,80,75
Garlic Green,1/14/2021,120,130,125
Coriander Green,1/14/2021,80,100,90
Garlic Dry Chinese,1/14/2021,220,230,225
Fish Fresh(Rahu),1/14/2021,280,290,285
Fish Fresh(Bachuwa),1/14/2021,210,220,215
Fish Fresh(Chhadi),1/14/2021,200,210,205
Fish Fresh(Mungari),1/14/2021,260,270,265
Tomato Big(Nepali),1/15/2021,45,50,47.5
Tomato Big(Indian),1/15/2021,45,50,47.5
Tomato Small(Local),1/15/2021,15,20,17.5
Tomato Small(Tunnel),1/15/2021,20,25,22.5
Tomato Small(Indian),1/15/2021,15,20,17.5
Tomato Small(Terai),1/15/2021,25,30,27.5
Potato Red,1/15/2021,30,35,32.5
Potato Red(Indian),1/15/2021,28,32,30
Potato White,1/15/2021,23,25,24
Onion Dry (Indian),1/15/2021,70,75,72.5
Carrot(Local),1/15/2021,80,90,85
Carrot(Terai),1/15/2021,70,80,75
Cabbage(Local),1/15/2021,25,30,27.5
Cabbage(Terai),1/15/2021,20,25,22.5
Cabbage,1/15/2021,30,35,32.5
Cauli Local,1/15/2021,20,30,25
Cauli Local(Jyapu),1/15/2021,30,40,35
Cauli Terai,1/15/2021,15,20,17.5
Raddish Red,1/15/2021,30,40,35
Raddish White(Local),1/15/2021,10,15,12.5
Raddish White(Hybrid),1/15/2021,15,20,17.5
Brinjal Long,1/15/2021,30,40,35
Brinjal Round,1/15/2021,30,40,35
Green Peas,1/15/2021,40,50,45
French Bean(Local),1/15/2021,40,50,45
French Bean(Hybrid),1/15/2021,50,60,55
Sword Bean,1/15/2021,30,40,35
Bitter Gourd,1/15/2021,100,110,105
Bottle Gourd,1/15/2021,30,40,35
Pumpkin,1/15/2021,30,35,32.5
Squash(Long),1/15/2021,20,25,22.5
Squash(Round),1/15/2021,30,40,35
Turnip,1/15/2021,70,80,75
Okara,1/15/2021,80,90,85
Sweet Potato,1/15/2021,50,60,55
Barela,1/15/2021,40,50,45
Arum,1/15/2021,40,50,45
Brd Leaf Mustard,1/15/2021,40,50,45
Spinach Leaf,1/15/2021,60,70,65
Cress Leaf,1/15/2021,60,70,65
Mustard Leaf,1/15/2021,50,60,55
Fenugreek Leaf,1/15/2021,70,80,75
Onion Green,1/15/2021,40,50,45
Bakula,1/15/2021,100,110,105
Yam,1/15/2021,60,70,65
Mushroom(Kanya),1/15/2021,80,100,90
Mushroom(Button),1/15/2021,280,300,290
Brocauli,1/15/2021,25,35,30
Sugarbeet,1/15/2021,60,70,65
Red Cabbbage,1/15/2021,150,200,175
Lettuce,1/15/2021,50,60,55
Knolkhol,1/15/2021,50,60,55
Celery,1/15/2021,220,250,235
Parseley,1/15/2021,380,400,390
Fennel Leaf,1/15/2021,70,80,75
Mint,1/15/2021,220,250,235
Turnip A,1/15/2021,70,80,75
Tamarind,1/15/2021,140,150,145
Bamboo Shoot,1/15/2021,70,80,75
Tofu,1/15/2021,70,80,75
Gundruk,1/15/2021,220,250,235
Apple(Jholey),1/15/2021,180,200,190
Apple(Fuji),1/15/2021,280,300,290
Banana,1/15/2021,90,100,95
Lime,1/15/2021,100,120,110
Pomegranate,1/15/2021,250,300,275
Grapes(Green),1/15/2021,200,220,210
Grapes(Black),1/15/2021,320,330,325
Orange(Nepali),1/15/2021,100,110,105
Water Melon(Green),1/15/2021,40,50,45
Sweet Orange,1/15/2021,150,160,155
Pineapple,1/15/2021,140,150,145
Cucumber(Local),1/15/2021,80,90,85
Cucumber(Hybrid),1/15/2021,40,45,42.5
Jack Fruit,1/15/2021,90,100,95
Pear(Chinese),1/15/2021,250,260,255
Papaya(Indian),1/15/2021,90,100,95
Guava,1/15/2021,100,110,105
Mombin,1/15/2021,30,40,35
Kinnow,1/15/2021,70,80,75
Strawberry,1/15/2021,500,600,550
Kiwi,1/15/2021,180,200,190
Ginger,1/15/2021,50,60,55
Chilli Dry,1/15/2021,320,330,325
Chilli Green,1/15/2021,80,90,85
Chilli Green(Bullet),1/15/2021,70,80,75
Chilli Green(Machhe),1/15/2021,70,80,75
Capsicum,1/15/2021,60,70,65
Garlic Green,1/15/2021,120,130,125
Coriander Green,1/15/2021,100,120,110
Garlic Dry Chinese,1/15/2021,225,235,230
Fish Fresh(Rahu),1/15/2021,280,290,285
Fish Fresh(Bachuwa),1/15/2021,210,220,215
Fish Fresh(Chhadi),1/15/2021,220,230,225
Fish Fresh(Mungari),1/15/2021,260,270,265
Tomato Big(Nepali),1/16/2021,40,50,45
Tomato Big(Indian),1/16/2021,40,50,45
Tomato Small(Local),1/16/2021,20,30,25
Tomato Small(Tunnel),1/16/2021,20,30,25
Tomato Small(Indian),1/16/2021,20,25,22.5
Tomato Small(Terai),1/16/2021,25,30,27.5
Potato Red,1/16/2021,30,35,32.5
Potato Red(Indian),1/16/2021,28,32,30
Potato White,1/16/2021,23,25,24
Onion Dry (Indian),1/16/2021,70,75,72.5
Carrot(Local),1/16/2021,110,120,115
Carrot(Terai),1/16/2021,70,80,75
Cabbage(Local),1/16/2021,20,25,22.5
Cabbage(Terai),1/16/2021,18,22,20
Cabbage,1/16/2021,25,30,27.5
Cauli Local,1/16/2021,20,25,22.5
Cauli Local(Jyapu),1/16/2021,25,30,27.5
Cauli Terai,1/16/2021,15,20,17.5
Raddish Red,1/16/2021,30,40,35
Raddish White(Local),1/16/2021,10,12,11
Raddish White(Hybrid),1/16/2021,20,25,22.5
Brinjal Long,1/16/2021,30,40,35
Brinjal Round,1/16/2021,30,40,35
Green Peas,1/16/2021,40,50,45
French Bean(Local),1/16/2021,40,50,45
French Bean(Hybrid),1/16/2021,50,60,55
Sword Bean,1/16/2021,30,40,35
Bitter Gourd,1/16/2021,110,120,115
Bottle Gourd,1/16/2021,30,40,35
Pumpkin,1/16/2021,30,35,32.5
Squash(Long),1/16/2021,15,20,17.5
Squash(Round),1/16/2021,25,30,27.5
Turnip,1/16/2021,70,80,75
Okara,1/16/2021,90,100,95
Sweet Potato,1/16/2021,50,60,55
Barela,1/16/2021,40,50,45
Arum,1/16/2021,50,60,55
Brd Leaf Mustard,1/16/2021,40,50,45
Spinach Leaf,1/16/2021,50,60,55
Cress Leaf,1/16/2021,80,90,85
Mustard Leaf,1/16/2021,50,60,55
Fenugreek Leaf,1/16/2021,70,80,75
Onion Green,1/16/2021,60,70,65
Bakula,1/16/2021,100,110,105
Yam,1/16/2021,50,60,55
Mushroom(Kanya),1/16/2021,80,90,85
Mushroom(Button),1/16/2021,280,300,290
Brocauli,1/16/2021,25,30,27.5
Sugarbeet,1/16/2021,70,80,75
Drumstick,1/16/2021,180,200,190
Red Cabbbage,1/16/2021,140,160,150
Knolkhol,1/16/2021,40,50,45
Celery,1/16/2021,220,250,235
Parseley,1/16/2021,380,400,390
Fennel Leaf,1/16/2021,70,80,75
Mint,1/16/2021,220,250,235
Turnip A,1/16/2021,70,80,75
Tamarind,1/16/2021,140,150,145
Bamboo Shoot,1/16/2021,70,80,75
Tofu,1/16/2021,70,80,75
Gundruk,1/16/2021,220,250,235
Apple(Jholey),1/16/2021,180,200,190
Apple(Fuji),1/16/2021,280,300,290
Banana,1/16/2021,90,100,95
Lime,1/16/2021,100,120,110
Pomegranate,1/16/2021,250,300,275
Grapes(Green),1/16/2021,200,220,210
Grapes(Black),1/16/2021,280,300,290
Orange(Nepali),1/16/2021,110,120,115
Water Melon(Green),1/16/2021,40,50,45
Sweet Orange,1/16/2021,150,160,155
Pineapple,1/16/2021,140,150,145
Cucumber(Local),1/16/2021,80,90,85
Jack Fruit,1/16/2021,90,100,95
Pear(Chinese),1/16/2021,250,260,255
Papaya(Indian),1/16/2021,90,100,95
Guava,1/16/2021,100,110,105
Mombin,1/16/2021,30,40,35
Kinnow,1/16/2021,70,80,75
Strawberry,1/16/2021,500,600,550
Kiwi,1/16/2021,180,200,190
Ginger,1/16/2021,60,70,65
Chilli Dry,1/16/2021,320,330,325
Chilli Green,1/16/2021,80,90,85
Chilli Green(Bullet),1/16/2021,70,80,75
Chilli Green(Machhe),1/16/2021,70,80,75
Capsicum,1/16/2021,70,80,75
Garlic Green,1/16/2021,120,130,125
Coriander Green,1/16/2021,80,100,90
Garlic Dry Chinese,1/16/2021,230,240,235
Fish Fresh(Rahu),1/16/2021,280,290,285
Fish Fresh(Bachuwa),1/16/2021,210,220,215
Fish Fresh(Chhadi),1/16/2021,210,220,215
Fish Fresh(Mungari),1/16/2021,260,270,265
Tomato Big(Nepali),1/17/2021,40,45,42.5
Tomato Big(Indian),1/17/2021,40,45,42.5
Tomato Small(Local),1/17/2021,15,20,17.5
Tomato Small(Tunnel),1/17/2021,20,25,22.5
Tomato Small(Indian),1/17/2021,20,25,22.5
Tomato Small(Terai),1/17/2021,20,25,22.5
Potato Red,1/17/2021,30,35,32.5
Potato Red(Indian),1/17/2021,28,30,29
Potato White,1/17/2021,25,30,27.5
Onion Dry (Indian),1/17/2021,65,70,67.5
Carrot(Local),1/17/2021,80,90,85
Carrot(Terai),1/17/2021,65,70,67.5
Cabbage(Local),1/17/2021,20,25,22.5
Cabbage(Terai),1/17/2021,15,20,17.5
Cabbage,1/17/2021,15,20,17.5
Cauli Local,1/17/2021,15,20,17.5
Cauli Local(Jyapu),1/17/2021,25,30,27.5
Cauli Terai,1/17/2021,10,15,12.5
Raddish Red,1/17/2021,25,30,27.5
Raddish White(Local),1/17/2021,15,20,17.5
Raddish White(Hybrid),1/17/2021,20,25,22.5
Brinjal Long,1/17/2021,30,35,32.5
Brinjal Round,1/17/2021,35,40,37.5
Green Peas,1/17/2021,45,50,47.5
French Bean(Local),1/17/2021,30,35,32.5
French Bean(Hybrid),1/17/2021,35,40,37.5
Sword Bean,1/17/2021,25,30,27.5
Bitter Gourd,1/17/2021,100,110,105
Bottle Gourd,1/17/2021,60,70,65
Pumpkin,1/17/2021,30,35,32.5
Squash(Long),1/17/2021,15,20,17.5
Squash(Round),1/17/2021,20,25,22.5
Turnip,1/17/2021,70,80,75
Okara,1/17/2021,75,80,77.5
Sweet Potato,1/17/2021,50,60,55
Barela,1/17/2021,35,40,37.5
Arum,1/17/2021,35,40,37.5
Christophine,1/17/2021,50,60,55
Brd Leaf Mustard,1/17/2021,40,50,45
Spinach Leaf,1/17/2021,60,70,65
Cress Leaf,1/17/2021,60,70,65
Mustard Leaf,1/17/2021,50,60,55
Fenugreek Leaf,1/17/2021,70,80,75
Onion Green,1/17/2021,50,60,55
Bakula,1/17/2021,100,110,105
Yam,1/17/2021,60,70,65
Mushroom(Kanya),1/17/2021,80,90,85
Mushroom(Button),1/17/2021,280,300,290
Brocauli,1/17/2021,30,35,32.5
Sugarbeet,1/17/2021,60,70,65
Red Cabbbage,1/17/2021,150,200,175
Lettuce,1/17/2021,50,60,55
Knolkhol,1/17/2021,50,60,55
Celery,1/17/2021,220,250,235
Parseley,1/17/2021,380,400,390
Fennel Leaf,1/17/2021,70,80,75
Mint,1/17/2021,220,250,235
Turnip A,1/17/2021,70,80,75
Tamarind,1/17/2021,140,150,145
Bamboo Shoot,1/17/2021,70,80,75
Tofu,1/17/2021,70,80,75
Gundruk,1/17/2021,220,250,235
Apple(Jholey),1/17/2021,180,200,190
Apple(Fuji),1/17/2021,280,300,290
Banana,1/17/2021,90,100,95
Lime,1/17/2021,120,130,125
Pomegranate,1/17/2021,250,300,275
Grapes(Green),1/17/2021,200,220,210
Grapes(Black),1/17/2021,250,300,275
Orange(Nepali),1/17/2021,90,110,100
Water Melon(Green),1/17/2021,40,50,45
Sweet Orange,1/17/2021,150,160,155
Pineapple,1/17/2021,140,150,145
Cucumber(Local),1/17/2021,80,90,85
Cucumber(Hybrid),1/17/2021,40,45,42.5
Jack Fruit,1/17/2021,90,100,95
Pear(Chinese),1/17/2021,250,260,255
Papaya(Indian),1/17/2021,90,100,95
Guava,1/17/2021,100,110,105
Mombin,1/17/2021,30,40,35
Kinnow,1/17/2021,70,80,75
Strawberry,1/17/2021,550,600,575
Kiwi,1/17/2021,180,200,190
Ginger,1/17/2021,60,70,65
Chilli Dry,1/17/2021,320,330,325
Chilli Green,1/17/2021,60,70,65
Chilli Green(Bullet),1/17/2021,65,70,67.5
Chilli Green(Machhe),1/17/2021,70,80,75
Capsicum,1/17/2021,70,80,75
Garlic Green,1/17/2021,90,100,95
Coriander Green,1/17/2021,100,120,110
Garlic Dry Chinese,1/17/2021,230,240,235
Fish Fresh(Rahu),1/17/2021,280,290,285
Fish Fresh(Bachuwa),1/17/2021,210,220,215
Fish Fresh(Chhadi),1/17/2021,210,220,215
Fish Fresh(Mungari),1/17/2021,260,270,265
Tomato Big(Nepali),1/18/2021,40,45,42.5
Tomato Big(Indian),1/18/2021,40,45,42.5
Tomato Small(Local),1/18/2021,15,20,17.5
Tomato Small(Tunnel),1/18/2021,20,25,22.5
Tomato Small(Indian),1/18/2021,20,25,22.5
Tomato Small(Terai),1/18/2021,22,28,25
Potato Red,1/18/2021,30,35,32.5
Potato Red(Indian),1/18/2021,28,30,29
Potato White,1/18/2021,20,24,22
Onion Dry (Indian),1/18/2021,60,65,62.5
Carrot(Local),1/18/2021,100,110,105
Carrot(Terai),1/18/2021,80,90,85
Cabbage(Local),1/18/2021,20,25,22.5
Cabbage(Terai),1/18/2021,15,20,17.5
Cabbage,1/18/2021,25,30,27.5
Cauli Local,1/18/2021,15,20,17.5
Cauli Local(Jyapu),1/18/2021,15,20,17.5
Cauli Terai,1/18/2021,10,15,12.5
Raddish Red,1/18/2021,30,40,35
Raddish White(Local),1/18/2021,20,30,25
Brinjal Long,1/18/2021,30,40,35
Brinjal Round,1/18/2021,30,40,35
Green Peas,1/18/2021,40,50,45
French Bean(Local),1/18/2021,30,40,35
Sword Bean,1/18/2021,30,40,35
Bitter Gourd,1/18/2021,100,110,105
Bottle Gourd,1/18/2021,40,50,45
Pumpkin,1/18/2021,30,35,32.5
Squash(Long),1/18/2021,20,25,22.5
Squash(Round),1/18/2021,30,40,35
Turnip,1/18/2021,70,80,75
Okara,1/18/2021,70,80,75
Sweet Potato,1/18/2021,50,60,55
Barela,1/18/2021,40,45,42.5
Arum,1/18/2021,50,60,55
Christophine,1/18/2021,50,60,55
Brd Leaf Mustard,1/18/2021,40,50,45
Spinach Leaf,1/18/2021,70,80,75
Cress Leaf,1/18/2021,80,90,85
Mustard Leaf,1/18/2021,50,60,55
Fenugreek Leaf,1/18/2021,70,80,75
Onion Green,1/18/2021,50,60,55
Bakula,1/18/2021,110,120,115
Yam,1/18/2021,60,70,65
Mushroom(Kanya),1/18/2021,70,80,75
Mushroom(Button),1/18/2021,200,250,225
Brocauli,1/18/2021,20,30,25
Sugarbeet,1/18/2021,70,80,75
Red Cabbbage,1/18/2021,130,140,135
Knolkhol,1/18/2021,50,60,55
Celery,1/18/2021,220,250,235
